Position;Songtitel;Künstler;Streams;Datum;Genre;Jahr;Monat;Tag;Anzahl der Genre;Genre 1;Genre 2;Genre 3;Genre 4;Genre 5;Genre 6;Genre 7;Genre 8;Genre 9;Genre 10;Classical;Country;Dance Music, Techno and House;Downtempo and Ambient;Folk;Heavy Metal;Industrial and Gothic;Jazz;Latin American music;Lo-Fi;Pop;R&B;Rap and Hip-Hop;Reggae;Rock;Utility;World
1;Look What You Made Me Do;Taylor Swift;5547962;2017-09-01;;2017;9;1;2;pop;post-teen pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2;Mi Gente;J Balvin;4756176;2017-09-01;;2017;9;1;4;reggaeton colombiano;reggaeton;trap latino;latin;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3;Friends (with BloodPop®);Justin Bieber;3595450;2017-09-01;;2017;9;1;3;canadian pop;post-teen pop;pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4;New Rules;Dua Lipa;3569482;2017-09-01;;2017;9;1;3;uk pop;pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);Calvin Harris;3324451;2017-09-01;;2017;9;1;8;uk dance;pop;dance pop;edm;house;progressive house;pop dance;electro house;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6;Unforgettable;French Montana;3284557;2017-09-01;;2017;9;1;6;rap;trap;pop rap;southern hip hop;hip hop;gangster rap;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
7;Wild Thoughts (feat. Rihanna & Bryson Tiller);DJ Khaled;3078482;2017-09-01;;2017;9;1;6;pop rap;rap;miami hip hop;southern hip hop;trap;hip hop;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
8;Sorry Not Sorry;Demi Lovato;2952488;2017-09-01;;2017;9;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9;Despacito - Remix;Luis Fonsi;2897834;2017-09-01;;2017;9;1;3;puerto rican pop;latin;latin pop;;;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
10;XO Tour Llif3;Lil Uzi Vert;2709843;2017-09-01;;2017;9;1;4;melodic rap;philly rap;rap;trap;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
11;Havana;Camila Cabello;2695010;2017-09-01;;2017;9;1;4;pop;post-teen pop;dance pop;electropop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12;Attention;Charlie Puth;2647751;2017-09-01;;2017;9;1;4;pop;viral pop;post-teen pop;dance pop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13;Shape of You;Ed Sheeran;2611905;2017-09-01;;2017;9;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14;Silence;Marshmello;2565759;2017-09-01;;2017;9;1;5;brostep;pop;progressive electro house;pop dance;edm;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;2U (feat. Justin Bieber);David Guetta;2522645;2017-09-01;;2017;9;1;5;big room;dance pop;edm;pop dance;pop;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16;More Than You Know;Axwell /\ Ingrosso;2509141;2017-09-01;;2017;9;1;6;pop dance;edm;tropical house;dance pop;electro house;pop;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
17;Thunder;Imagine Dragons;2497641;2017-09-01;;2017;9;1;3;modern rock;pop;rock;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
18;1-800-273-8255;Logic;2460604;2017-09-01;;2017;9;1;5;conscious hip hop;dmv rap;pop rap;rap;hip hop;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
19;Back to You (feat. Bebe Rexha & Digital Farm Animals);Louis Tomlinson;2422775;2017-09-01;;2017;9;1;2;pop;post-teen pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20;Strip That Down;Liam Payne;2411159;2017-09-01;;2017;9;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
21;Mama;Jonas Blue;2368425;2017-09-01;;2017;9;1;6;tropical house;uk dance;pop dance;pop;dance pop;edm;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22;Glorious (feat. Skylar Grey);Macklemore;2283745;2017-09-01;;2017;9;1;2;seattle hip hop;pop rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
23;Without You (feat. Sandro Cavazza);Avicii;2177255;2017-09-01;;2017;9;1;4;edm;pop dance;pop;dance pop;;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
24;There's Nothing Holdin' Me Back;Shawn Mendes;2165764;2017-09-01;;2017;9;1;5;pop;canadian pop;viral pop;post-teen pop;dance pop;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
25;I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne);DJ Khaled;2118773;2017-09-01;;2017;9;1;6;pop rap;rap;miami hip hop;southern hip hop;trap;hip hop;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
26;Bank Account;21 Savage;2084895;2017-09-01;;2017;9;1;4;atl hip hop;rap;trap;hip hop;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
27;Young Dumb & Broke;Khalid;2079513;2017-09-01;;2017;9;1;1;pop;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
28;Me Rehúso;Danny Ocean;2028885;2017-09-01;;2017;9;1;5;pop venezolano;reggaeton;trap latino;latin;latin pop;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
29;HUMBLE.;Kendrick Lamar;1968139;2017-09-01;;2017;9;1;4;rap;conscious hip hop;west coast rap;hip hop;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
